job title,location,company name,job experience
Database Administrator,"Alexandria, Egypt",Alexandria Business Association- SMEs Project -,"Full Time
On-site
Experienced · 1 - 2 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Computer Science
· Database
· Database Administrator
· Information Technology (IT)
· Oracle
· SQL
· Administrator"
Senior Developer/Web Scraper,"Riyadh, Saudi Arabia",Threat Monitor -,"Full Time
Remote
Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Selenium
· Typescript
· TypeORM
· RESTful APIs
· Problem Solving
· developer
· backend
· Web Scraping"
PHP Full Stack Developer - Alexandria,"Alexandria, Egypt",SchoolEveryWhere -,"Full Time
On-site
Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· PHP
· Software Development
· Information Technology (IT)
· Computer Science
· ITI
· AJAX
· CSS
· HTML"
Oracle Developer,"Obour City, Cairo, Egypt",OROUBA For Food Industry (Basma) -,"Full Time
On-site
Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Computer Science
· oracle developer
· PL/SQL
· Information Technology (IT)"
IT System Supervisor,"Maadi, Cairo, Egypt",BDO Esnad -,"Full Time
On-site
Experienced · 7 - 9 Yrs of Exp · IT/Software Development
· Information Technology (IT)
· system"
Flutter Developer,"Nasr City, Cairo, Egypt",Chayahgroup -,"Full Time
On-site
Experienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Flutter developer
· Software Development
· Computer Science
· Information Technology (IT)"
Accounting section head,"Cairo, Egypt",Atec -,"Full Time
On-site
Manager · 10 - 15 Yrs of Exp · Accounting/Finance
· Accounting
· Finance
· Financial
· Industrial
· Microsoft Office
· Accounting Software
· Reporting
· Microsoft"
Quality Assurance Specialist,"10th of Ramadan City, Cairo, Egypt",Al-Amal Al-sharif For Plastic -,"Full Time
On-site
Experienced · 3 - 5 Yrs of Exp · R&D/Science · Manufacturing/Production · Quality
· Communication skills
· Quality Assurance
· Manufacturing
· ISO
· Science"
Procurement Analyst,"Port Fuad, Port Said, Egypt",Suez Canal container Terminal -,"Full Time
On-site
Experienced · 3+ Yrs of Exp · Logistics/Supply Chain · Analyst/Research · Purchasing/Procurement
· Analysis
· Logistics
· Procurement
· Purchasing
· Supply Chain"
accounting section head,"Maadi, Cairo, Egypt",ATEC -,"Full Time
On-site
Manager · 10 - 17 Yrs of Exp · Accounting/Finance
· Accounting
· Microsoft Office
· Accounting Software
· Finance"
IT Specialist,"Mansoura, Dakahlia, Egypt",Awamer Alshabaka _اوامر الشبكه -,"Full Time
On-site
Entry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Communication
· Communication skills
· computer
· Computer Science
· Computer Systems
· Information Technology (IT)
· Installation"
Senior Full Stack Developer,"Maadi, Cairo, Egypt",Salem Ventures -,"Full Time
On-site
Experienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Angular
· Computer Science
· Full Stack
· Information Technology (IT)
· JavaScript
· React
· Software Development
· CSS"
Landscape & Pest Control Manager - Ain Sokhna,"Ain Sokhna, Suez, Egypt",Confidential -,"Full Time
On-site
Manager · 10 - 12 Yrs of Exp · males_only · Operations/Management · Engineering - Other
· Agriculture
· Pest Control"
Procurement Associate Manager/Manager,"Cairo, Egypt",Elsewedy industries -,"Full Time
On-site
Manager · 8+ Yrs of Exp · Engineering - Construction/Civil/Architecture · Logistics/Supply Chain · Purchasing/Procurement
· Procurement
· Construction
· Heavy Equipment
· Ready Mix Concrete
· Spare Parts"
Odoo Functional Consultant,"Nasr City, Cairo, Egypt",Informatique Education -,"Full Time
On-site
Experienced · 2 - 3 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology
· Analysis
· Accounting
· Computer Science
· Consulting
· ERP
· Information Technology (IT)
· IT"
SAP ABAP Consultant,"Beheira, Egypt",DeltA maser -,"Full Time
On-site
Experienced · 5 - 6 Yrs of Exp · Banking · IT/Software Development · Engineering - Telecom/Technology
· Analysis
· business
· ABAP
· Computer Science
· Information Technology (IT)
· SAP
· SAP ABAP"
IT Specialist,"Obour City, Cairo, Egypt",GLOBAL AUTO -,"Full Time
On-site
Experienced · 1 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· computer
· Computer Science
· Information Technology (IT)
· Installation
· Software
· Technical Support
· server"
Senior HR Generalist,"Nasr City, Cairo, Egypt",Yama Engineering System -,"Full Time
On-site
Experienced · 5 - 7 Yrs of Exp · Human Resources · Operations/Management
· Human Resources (HR)
· HR
· Human Resources
· Recruitment"
Campaign Manager - New Businesses,"Katameya, Cairo, Egypt",InstaShop -,"Full Time
Hybrid
Experienced · 2 - 4 Yrs of Exp · Marketing/PR/Advertising · Project/Program Management
· Communication
· Marketing Campaigns
· CRM Application
· E-Commerce
· Commercial Sales
· Google Analytics
· Marketing
· Promotional Campaigns"
Internal Auditor - Alexandria,"Alexandria, Egypt",Confidential -,"Full Time
On-site
Experienced · 4 - 6 Yrs of Exp · Accounting/Finance · Engineering - Other
· CA
· CPA
· CIA
· Accounting
· Finance
· Financial Analysis
· Analysis
· Communication Skills"
Senior IOS Developer,"Maadi, Cairo, Egypt",BBI-Consultancy -,"Full Time
Hybrid
Experienced · 3 - 5 Yrs of Exp · IT/Software Development
· iOS
· Objective-C
· Design
· Computer Science
· Software Development
· Information Technology (IT)
· Swift
· ui
· quality"
Technical Project Manager,"Sheraton, Cairo, Egypt",Aldabboos Group -,"Full Time
On-site
Manager · 8 - 10 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology
· Information Technology (IT)
· Project Management
· technical project manager
· Software Development
· ERP Software
· Android Software
· Database"
Supply Chain Manager,"10th of Ramadan City, Cairo, Egypt",Confidential -,"Full Time
On-site
Manager · 12 - 15 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Purchasing/Procurement
· Logistics
· Procurement
· Purchasing
· SAP
· Supply Chain
· Manufacturing"
Production and Planning Manager,"New Cairo, Cairo, Egypt",Circle K -,"Full Time
On-site
Manager · 8 - 12 Yrs of Exp · Manufacturing/Production
· Production Planning
· Production
· Planning"
Marketing specialist (B2B),"10th of Ramadan City, Sharqia, Egypt",Gest For Metals -,"Full Time
On-site
Experienced · 2 - 4 Yrs of Exp · Business Development · Marketing/PR/Advertising · Sales/Retail
· B2B
· Communication skills
· CRM
· Marketing
· Social Media
· B2B Marketing
· business"
Senior Backend Developer,"Nasr City, Cairo, Egypt",FirstTech -,"Full Time
Hybrid
Experienced · 5 - 8 Yrs of Exp · IT/Software Development
· .Net Framework
· C#
· Computer Science
· Software Development
· Information Technology (IT)"
Oracle Developer,"Bourj Alarab, Alexandria, Egypt",Blue Bell -,"Full Time
On-site
Experienced · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· oracle developer
· Oracle
· Information Technology (IT)
· developer
· Software Development"
Accountant,"New Cairo, Cairo, Egypt",ORGANI GROUP -,"Full Time
On-site
Experienced · 3 - 5 Yrs of Exp · Accounting/Finance · Engineering - Construction/Civil/Architecture
· Accounting Software
· Accounting
· Finance
· excel"
senior quality assurance specialist (KSA),"Riyadh, Saudi Arabia",Exception Patisserie -,"Full Time
On-site
Experienced · 3 - 10 Yrs of Exp · Hospitality/Hotels/Food Services · Manufacturing/Production · Quality
· quality
· Quality Assurance
· Quality Control
· QA
· Food Manufacturing
· Food Science
· Food Safety Management System"
Scrum Master,"Heliopolis, Cairo, Egypt",Al Ateeq Software -,"Full Time
On-site
Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology
· Agile
· Computer Science
· Information Technology (IT)
· Scrum Master
· Software
· Software Development
· Development"
Senior Planning production,"10th of Ramadan City, Sharqia, Egypt",Aldawlia For Plastic Materials -,"Full Time
On-site
Experienced · 7 - 9 Yrs of Exp · Logistics/Supply Chain · Manufacturing/Production
· Plastic Extrusion
· Manufacturing Industry
· Planning
· Plastic
· Production
· Management"
Network Administrator,"Cairo, Egypt",Confidential -,"Full Time
On-site
Experienced · 3 - 5 Yrs of Exp · IT/Software Development
· Network Administration
· Information Technology (IT)"
Sales Account Manager,"Nasr City, Cairo, Egypt",Silicon21 -,"Full Time
On-site
Experienced · 2 - 5 Yrs of Exp · Sales/Retail
· Sales
· Information Technology (IT)"
PLSQL Oracle Developer,"Heliopolis, Cairo, Egypt",DIRAC SYSTEMS -,"Full Time
On-site
Experienced · 2 - 4 Yrs of Exp · IT/Software Development
· Oracle developer
· SQL
· Jasper
· PostgreSQL
· MySQL
· HTML
· XHTML
· javaScript
· CSS"
Backend Developer,"Sheikh Zayed, Giza, Egypt",nichepharma -,"Internship
Remote
Student · 0 - 1 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Computer Science
· back-end
· MongoDB
· Software Development
· RESTful
· JavaScript"
Front End Developer,"Sheikh Zayed, Giza, Egypt",nichepharma -,"Internship
Remote
Student · 0 - 1 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Bootstrap
· Angular
· Computer Science
· CSS3
· front-end
· Git
· HTML5
· JavaScript"
Oracle Database Administrator,"Sheraton, Cairo, Egypt",Egabi FSI -,"Full Time
On-site
Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Administration
· Computer Science
· database administration
· Database
· Information Technology (IT)
· Oracle
· OCP
· OCA"
Road Safety Officer,"Cairo, Egypt",Confidential -,"Full Time
On-site
Experienced · 2 - 10 Yrs of Exp · males_only · Engineering - Construction/Civil/Architecture · Quality · Engineering - Oil & Gas/Energy
· Road Safety
· safety officer
· HSE
· EPC
· Construction Field
· Petroleum Field
· Petrochemical Field"
PLM Solution Consultant,"Maadi, Cairo, Egypt",Promech Engineering -,"Full Time
On-site
Experienced · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Computer Science
· Information Technology (IT)
· Customer Service
· PLM
· Solutions
· Management"
Senior Android Developer,"Mohandessin, Giza, Egypt",Sarmady -,"Full Time
On-site
Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Java
· Kotlin
· jetpack
· MVVM
· MVP
· MVC
· Software Development
· Android"
Odoo Developer,"Giza, Egypt",Yodawy Med -,"Full Time
Hybrid
Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Computer Science
· Design
· Git
· HTML
· Information Technology (IT)
· JavaScript
· Odoo
· ORM"
HSE Specialist,"Noubaria, Beheira, Egypt",KZ for Pesticides and Chemicals. -,"Full Time
On-site
Entry Level · 2 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Quality · Engineering - Other
· HSE
· HSE Specialist
· quality
· Quality Assurance
· Safety
· Health, Safety and Environment
· HSE Management"
Senior Full Stack Developer,"New Cairo, Cairo, Egypt",DBS -,"Full Time
On-site
Experienced · 5 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Development
· Software Development
· Computer Science
· front-end
· HTML5
· JavaScript
· ASP.Net"
Planning Specialist - Experienced In GOLD Manufacturing Field,"Bab Alshareya, Cairo, Egypt",Selema Gold -,"Full Time
On-site
Manager · 7 - 15 Yrs of Exp · Manufacturing/Production
· Manufacturing
· Management
· Planning
· Production
· Supply Chain
· supply chain management
· gold"
