job title,location,company name,job experience
Procurement Strategy Specialist,"Doha, Qatar",Nassau County -,"Full Time
Experienced · Administration · Logistics/Supply Chain · Purchasing/Procurement
· Procurement
· Purchasing
· Supply Chain
· Logistics
· Microsoft Office
· ERP
· Communication Skills"
Intelligence Analyst (Hybrid),"Dubai, United Arab Emirates",PINKERTON | Comprehensive Risk Management -,"Full Time
Experienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology
· Business Analysis
· Business Intelligence
· Computer Science
· Information Technology (IT)
· Analysis
·
Engineering
· SQL"
Manager – Model Development,"Dubai, United Arab Emirates",Abu Dhabi Commercial Bank -,"Full Time
Experienced · Business Development · Marketing/PR/Advertising · Sales/Retail
· Business Development
· Sales
· Sales Skills
· Marketing
· Sales Target
· Management
· Customer Service"
Quality Control Specialist - Chemical,"Riyadh, Saudi Arabia",SAUDIBIO - سعودي بايو -,"Full Time
Experienced · IT/Software Development · Quality · Engineering - Telecom/Technology
· Quality Control
· Quality Assurance
· Quality
·
Engineering
· QC
· QA
· Computer Science"
Solutions Architect,"Riyadh, Saudi Arabia",Cloudera -,"Full Time
Experienced · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
·
Engineering
·
Computer Engineering
·
Software Engineering
· Software Development
· Solution Architecture"
Logistics Information System (LIS) Operator I (Supply),"Kuwait City, Kuwait",Amentum -,"Full Time
Entry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· ERP
·
Engineering
·
Software Engineering
· Information Systems
· Software"
Project Execution Manager,"Dubai, United Arab Emirates",Hilti Emirates -,"Full Time
Experienced · Engineering - Construction/Civil/Architecture · IT/Software Development · Project/Program Management
· Project Management
·
Engineering
· PMP
· Information Technology (IT)
· Management
· Computer Science
·
Civil Engineering"
Business Analyst (Applications),"Doha, Qatar",BSL - BAE Systems Strategic Aerospace Services WLL -,"Full Time
Experienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology
· Business Analysis
· Information Technology (IT)
· Computer Science
· Analysis
· Software Development
· Software
·
Computer Engineering"
Planning & Performance Manager,"Makkah, Saudi Arabia",Panda Retail Company – Savola Group -,"Full Time
Experienced · Business Development · Marketing/PR/Advertising · Sales/Retail
· Planning
· Sales
· Marketing
· Sales Skills
·
Engineering
· Business Planning
· Business Development"
Logistics Information System (LIS) Operator I (SWA Bn Maintenance),"Kuwait City, Kuwait",Amentum -,"Full Time
Entry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· ERP
·
Engineering
·
Software Engineering
· Information Systems
· Software"
Facilities Maintenance Technician,"Riyadh, Saudi Arabia",SPIMACO -,"Full Time
Entry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Mechanical/Electrical
· Maintenance
·
Engineering
·
Mechanical Engineering
· Technical Support
· Microsoft Office
· Mobile Maintenance
·
Electrical Engineering"
Manager - Supply Chain Planning GEM,"Dubai, United Arab Emirates",Boston Scientific -,"Full Time
Experienced · Administration · Operations/Management · Sales/Retail
· Microsoft Office
· Sales
· Administration
· Management
· Sales Skills
· Office Management
· Customer Service"
Construction Integrator,"Doha, Qatar",Intrepid -,"Full Time
Entry Level · Engineering - Construction/Civil/Architecture · IT/Software Development · Engineering - Telecom/Technology ·
engineering
· construction
· information technology (it)
· computer science
· management
· education
· civil"
Pre-school Manager,"Dubai, United Arab Emirates",International Community Schools (ICSchools) -,"Full Time
Experienced · Sales/Retail · Engineering - Telecom/Technology · Education/Teaching
· Education
· Teaching
· Nursery
· School
· English
· Nurseries
· Schools"
Quality Control Supervisor,"Riyadh, Saudi Arabia",SPIMACO -,"Full Time
Experienced · IT/Software Development · Quality · Engineering - Telecom/Technology
· Quality Control
· Quality Assurance
· Quality
·
Engineering
· QC
· Computer Science
· Information Technology (IT)"
Solar Technician,"Dubai, United Arab Emirates",Xad Technologies -,"Full Time
Entry Level · Engineering - Mechanical/Electrical · Engineering - Oil & Gas/Energy · Engineering - Other ·
engineering
·
electrical engineering
· electrical
·
electrical site engineering
· energy
· solar
· maintenance"
Pricing Analyst 3,"Kuwait City, Kuwait",GovCIO -,"Full Time
Experienced · Accounting/Finance · IT/Software Development · Analyst/Research
· Accounting
· Computer Science
· Finance
· Analysis
· Economics
· Information Technology (IT)
· Linux"
Logistics Information System (LIS) Operator II (Supply),"Kuwait City, Kuwait",Amentum -,"Full Time
Entry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· ERP
·
Engineering
·
Software Engineering
· Information Systems
· Software"
Logistics Section Head,"Riyadh, Saudi Arabia",NICE ONE | نايس ون -,"Freelance / Project
Manager · Operations/Management · Quality · Engineering - Mechanical/Electrical ·
Engineering
· Microsoft Office
· Management
·
Mechanical Engineering
· Accounting
· Human Resources (HR)
· Finance"
Review & Objections Senior Specialist,"Riyadh, Saudi Arabia","Zakat, Tax and Customs Authority -","Full Time
Experienced · Writing/Editorial · IT/Software Development · Quality
· Translation
· Writing
· Editing
· Reviewing
· Quality
· Localization
· Computer Science"
Mechanical Draftsman,"Dubai, United Arab Emirates",MENA-Water -,"Full Time
Entry Level · Engineering - Construction/Civil/Architecture · Creative/Design/Art · Engineering - Mechanical/Electrical ·
Mechanical Engineering
· AutoCAD
· Design
·
Engineering
· Revit
· HVAC
· Draftsman"
Information Technology Technical Support,"Doha, Qatar",The Group Securities -,"Full Time
Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Technical Support
· Computer Science
· Customer Service
· Customer Support
·
Engineering
· Customer Care"
Web Developer (WordPress),"Kuwait City, Kuwait",TalentFusion Solutions -,"Full Time
Entry Level · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Web Development
· Software Development
· javaScript
·
Software Engineering
· CSS"
Project Manager,"Dubai, United Arab Emirates",MENA-Water -,"Full Time
Entry Level · Engineering - Construction/Civil/Architecture · IT/Software Development · Project/Program Management
· Project Management
·
Engineering
· Information Technology (IT)
· Management
· Computer Science
·
Civil Engineering
· Microsoft Office"
Testing & User Acceptance Specialist,"Riyadh, Saudi Arabia","Zakat, Tax and Customs Authority -","Full Time
Entry Level · IT/Software Development · Quality · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Testing
· Software Testing
· Software Development
·
Software Engineering
· Quality Control"
IT Business Analysis Supervisor,"Riyadh, Saudi Arabia","Zakat, Tax and Customs Authority -","Full Time
Experienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology
· information technology (it)
· computer science
·
engineering
· software development
· analysis
· business administration
· management"
Procurement Manager,"Dubai, United Arab Emirates",MENA-Water -,"Full Time
Experienced · Logistics/Supply Chain · Operations/Management · Purchasing/Procurement
· Procurement
· Purchasing
· Supply Chain
· Logistics
· Management
·
Engineering
· Business Administration"
Testing & User Acceptance Senior Specialist,"Riyadh, Saudi Arabia","Zakat, Tax and Customs Authority -","Full Time
Entry Level · IT/Software Development · Quality · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Testing
· Software Testing
· Software Development
·
Software Engineering
· Quality Control"
Lead Finance Officer,"Doha, Qatar",Hamad International Airport -,"Full Time
Entry Level · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology
· Accounting
· Finance
· Financial Analysis
· English
· Microsoft Office
· Commerce
· Economics"
Service Leader - Front Office Senior Supervisor,"Dubai, United Arab Emirates",Shangri-La Group -,"Full Time
Entry Level · Customer Service/Support · Operations/Management · Sales/Retail
· Customer Service
· Customer Support
· Customer Care
· Call Center
· Sales
· Communication Skills
· English"
Java Developer,"Riyadh, Saudi Arabia",Truelancer.com -,"Full Time
Entry Level · IT/Software Development · Quality · Engineering - Telecom/Technology
· Java
· Computer Science
· Information Technology (IT)
· Software Development
·
Software Engineering
· javaScript
·
Engineering"
Senior Core Analyst,"Dubai, United Arab Emirates",Saybolt Pakistan Limited -,"Full Time
Experienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Analysis
· Business Analysis
· Software Development
· Finance
· Accounting"
Mechanical Supervisor - Installation - Water treatment Unit,"Dubai, United Arab Emirates",MENA-Water -,"Full Time
Experienced · Installation/Maintenance/Repair · Manufacturing/Production · Engineering - Mechanical/Electrical ·
Mechanical Engineering
·
Engineering
· Maintenance
· Manufacturing
· Microsoft Office
· Power
· AutoCAD"
Junior Business Intelligence Analyst (Remote),"Dubai, United Arab Emirates",Kreativstorm -,"Full Time
Experienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology
· Computer Science
· Information Technology (IT)
· Business Analysis
·
Engineering
· BI
· Python
· SQL"
Team Lead Riders,"Kuwait City, Kuwait",talabat -,"Full Time
Experienced · IT/Software Development · Quality · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Software Development
·
Software Engineering
·
Computer Engineering
· Agile
· javaScript"
Technical Sales Manager,"Dubai, United Arab Emirates",W. R. Grace -,"Full Time
Experienced · Customer Service/Support · Operations/Management · Sales/Retail
· Sales
· Sales Skills
· Sales Target
· Customer Service
· Customer Support
· Customer Care
·
Engineering"
Commercial Planning Specialist,"Riyadh, Saudi Arabia",Bayut KSA -,"Full Time
Entry Level · Logistics/Supply Chain · Manufacturing/Production · Purchasing/Procurement
· Planning
· Logistics
· Supply Chain
· Production
· Microsoft Office
· English
· Manufacturing"
Environmental Health & Safety (EHS) Specialist,"Riyadh, Saudi Arabia",Nightwing -,"Full Time
Entry Level · R&D/Science · Quality · Engineering - Other
· HSE
·
Engineering
· Health &amp; Safety
· Quality
· Safety
· Science
· Health"
"Senior Associate, Experienced, Riyadh","Riyadh, Saudi Arabia",Boston Consulting Group (BCG) -,"Full Time
Experienced · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology
· microsoft office
·
engineering
· information technology (it)
· computer science
· design
· management
· law"
Hubspot CRM Specialist - Fully remote,"Dubai, United Arab Emirates",Yodo1 Games -,"Full Time
Experienced · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology
· CRM
· Customer Service
· Customer Support
· Customer Care
· Information Technology (IT)
· Computer Science
· Marketing"
Specialized Purchase Officer,"Dubai, United Arab Emirates",Dubai Careers - A Smart Dubai Initiative -,"Full Time
Entry Level · Administration · Logistics/Supply Chain · Purchasing/Procurement
· Purchasing
· Procurement
· Logistics
· Supply Chain
· Microsoft Office
· Business Administration
· English"
Marketing Controller,"Dubai, United Arab Emirates",Beiersdorf -,"Full Time
Experienced · Marketing/PR/Advertising · Quality · Engineering - Mechanical/Electrical
· Marketing
· Market Research
· Quality Control
· Quality Assurance
· Sales
·
Mechanical Engineering
·
Engineering"
Support and Readiness Operations Coordinator- Qatar,"Al Rayyan, Qatar",Nightwing -,"Full Time
Entry Level · Customer Service/Support · IT/Software Development · Operations/Management
· customer service
· microsoft office
· customer support
· customer care
· sales
·
engineering
· operations"
Young Talent Graduate,"Riyadh, Saudi Arabia","NTT DATA, Inc. -","Full Time
Entry Level · IT/Software Development · Marketing/PR/Advertising · Engineering - Telecom/Technology
· information technology (it)
· computer science
·
computer engineering
· html
·
engineering
· finance
· communication skills"
Head of Product Development,"Riyadh, Saudi Arabia",Foreground. -,"Full Time
Experienced · R&D/Science · Business Development · IT/Software Development
· Business Development
· Sales
·
Engineering
· Information Technology (IT)
· Computer Science
· Marketing
· Market Research"
IT Support Assistant,"Riyadh, Saudi Arabia",Jockey Club of Saudi Arabia (JCSA) -,"Full Time
Entry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Technical Support
· Installation
· Troubleshooting
· Maintenance
·
Engineering"
Business Development Consultant,"Riyadh, Saudi Arabia",Gallup -,"Full Time
Entry Level · Business Development · Marketing/PR/Advertising · Sales/Retail
· Business Development
· Sales
· Sales Skills
· Sales Target
· Marketing
· Customer Service
· Customer Support"
Chemist,"Doha, Qatar",Management Solutions International (MSI) -,"Full Time
Experienced · R&D/Science · Quality · Engineering - Other
· Chemistry
· Science
· Chemist
· Quality Control
· Quality
· Production
· Quality Assurance"
Sales Manager - Riyadh,"Riyadh, Saudi Arabia",Procter & Gamble -,"Full Time
Entry Level · Customer Service/Support · Operations/Management · Sales/Retail
· Sales
· Sales Skills
· Sales Target
· Customer Service
· Management
· Customer Support
· Customer Care"
Business Development Representative,"Dubai, United Arab Emirates",Saybolt Pakistan Limited -,"Full Time
Entry Level · Business Development · Marketing/PR/Advertising · Sales/Retail
· Business Development
· Sales
· Sales Skills
· Sales Target
· Marketing
· Customer Service
· Customer Support"
Purchasing Specialist,"Riyadh, Saudi Arabia",WIKA Group -,"Freelance / Project
Entry Level · Logistics/Supply Chain · Pharmaceutical · Purchasing/Procurement
· Purchasing
· Procurement
· Logistics
· Supply Chain
· Microsoft Office
· Business Administration
· Computer Skills"
Supervisor,"Dubai, United Arab Emirates",Al Tayer Insignia -,"Full Time
Not specified · Logistics/Supply Chain · Operations/Management · Sales/Retail
· Sales
· Sales Skills
· Sales Target
· Customer Service
· Microsoft Office
· Management
· Logistics"
Material Control Clerk,"Doha, Qatar",Amentum -,"Full Time
Entry Level · Logistics/Supply Chain · Manufacturing/Production · Quality ·
Engineering
· Material Control
· Logistics
· Production
· Purchasing
· Supply Chain
· Warehousing"
Quality Assurance & Enforcement for Zakat & Tax Director,"Riyadh, Saudi Arabia","Zakat, Tax and Customs Authority -","Full Time
Entry Level · IT/Software Development · Quality · Engineering - Telecom/Technology
· Quality Assurance
· Quality Control
· Quality
· QA
·
Engineering
· Computer Science
· Information Technology (IT)"
CAD Designer/ Drafter,"Riyadh, Saudi Arabia",Jensen Hughes -,"Full Time
Entry Level · Administration · Engineering - Construction/Civil/Architecture · Creative/Design/Art
· AutoCAD
· Design
· CAD
·
Engineering
· 3ds Max
· Art
· Drawing"
IT Executive,"Doha, Qatar",Minor Hotels -,"Full Time
Entry Level · Customer Service/Support · IT/Software Development · Sales/Retail
· Information Technology (IT)
· Sales
· Sales Skills
· Computer Science
· IT Sales
· Sales Target
· Customer Service"
QNB3073-Senior Associate Procurement Contracts Management (Qatarization),"Doha, Qatar",QNB Group -,"Freelance / Project
Experienced · Engineering - Construction/Civil/Architecture · Legal · Project/Program Management ·
engineering
·
civil engineering
· pmp
· project management
· management
· business
· contract management"
Operation Manager - Diammonium Phosphate,"Riyadh, Saudi Arabia",Life1 International -,"Freelance / Project
Experienced · Administration · Operations/Management · Sales/Retail
· Operations
· Management
· Sales
· Microsoft Office
· Customer Service
· Administration
· Sales Skills"
"Specialist, Strategic Partnerships and Business Development","Riyadh, Saudi Arabia",Confidential Government -,"Full Time
Entry Level · Business Development · Marketing/PR/Advertising · Sales/Retail
· Business Development
· Sales
· Sales Skills
· Sales Target
· Marketing
· Customer Service
· Microsoft Office"
Business Analyst - Sakina,"Dubai, United Arab Emirates",Abu Dhabi Health Services Company- SEHA - شركة أبوظبي للخدمات الصحية - صحة -,"Full Time
Experienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology
· Business Analysis
· Information Technology (IT)
· Computer Science
· Analysis
· Software Development
· Software
·
Computer Engineering"
Head of Operations - Middle East,"Dubai, United Arab Emirates",CBD Corporate Services -,"Full Time
Experienced · Business Development · Customer Service/Support · Operations/Management
· Operations
· Management
· Call Center
· Startup
· Business Development
· Customer Service
· Customer Segmentation"
General Manager Hospital Management System(Jeddah),"Riyadh, Saudi Arabia",Jadeer -,"Full Time
Senior Management · Administration · Operations/Management · Sales/Retail
· Management
· Operations
· Sales
· Microsoft Office
· Sales Skills
·
Engineering
· Administration"
Planning & Follow-up Lead Specialist,"Riyadh, Saudi Arabia","Zakat, Tax and Customs Authority -","Full Time
Experienced · Business Development · Marketing/PR/Advertising · Sales/Retail
· Planning
· Sales
· Marketing
· Sales Skills
·
Engineering
· Business Planning
· Business Development"
Senior Security Consultant,"Riyadh, Saudi Arabia","NTT DATA, Inc. -","Full Time
Experienced · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology
· Sales
· Sales Skills
· Real Estate
· Sales Target
· Information Technology (IT)
· Computer Science
· Customer Service"
Manager - Treasury,"Dubai, United Arab Emirates",Presight -,"Full Time
Manager · Administration · Operations/Management · Sales/Retail
· Microsoft Office
· Sales
· Administration
· Management
· Sales Skills
· Office Management
· Customer Service"
Oracle SCM-EAM Consultant,"Riyadh, Saudi Arabia",ParamInfo -,"Full Time
Experienced · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· SCM
· Oracle
· Computer Science
· ERP
·
Engineering
· Fusion
· Purchasing"
Application Development Manager,"Makkah, Saudi Arabia",flyadeal -,"Full Time
Experienced · Business Development · IT/Software Development · Engineering - Telecom/Technology
· Business Development
· Information Technology (IT)
· Computer Science
· Sales
· Sales Skills
· Software Development
·
Software Engineering"
Graphic Designer in Abu-Dhabi,"Riyadh, Saudi Arabia",HDR -,"Full Time
Experienced · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology
· computer science
· information technology (it)
· microsoft office
· startup
·
engineering
· software
· design"
Operational Excellence Manager,"Doha, Qatar",Anantara Hotels & Resorts -,"Full Time
Experienced · Customer Service/Support · Operations/Management · Sales/Retail
· Operations
· Management
· Microsoft Office
· Microsoft Excel
· Sales
· Customer Service
· Communication Skills"
Software Developer (ASP.NET Framework Web Forms),"Dubai, United Arab Emirates",GamaLearn -,"Full Time
Entry Level · IT/Software Development · Quality · Engineering - Telecom/Technology
· Software Development
· Information Technology (IT)
· Computer Science
·
Software Engineering
· javaScript
·
Engineering
·
Computer Engineering"
Applications Developer,"Doha, Qatar",Ezdan Holding Group -,"Full Time
Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Software Development
·
Software Engineering
·
Computer Engineering
·
Engineering
· SQL"
Senior Contracting Officer,"Doha, Qatar",Qatar Shipyard Technology Solutions -,"Full Time
Experienced · Accounting/Finance · Administration · Engineering - Construction/Civil/Architecture
· Microsoft Office
· Finance
· Accounting
· Business Administration
· Administration
· English
· Communication Skills"
Project Manager,"Makkah, Saudi Arabia",Raqtan -,"Full Time
Entry Level · Engineering - Construction/Civil/Architecture · IT/Software Development · Project/Program Management
· Project Management
·
Engineering
· Information Technology (IT)
· Management
· Computer Science
·
Civil Engineering
· Microsoft Office"
Assistant Line Manager,"Dubai, United Arab Emirates",Faststream Recruitment Group -,"Full Time
Experienced · Administration · Operations/Management · Sales/Retail
· Administration
· Microsoft Office
· Office Management
· Sales
· Secretary
· Admin
· Sales Skills"
Operational Project Officer JOB,"Dubai, United Arab Emirates",Department of Culture and Tourism – Abu Dhabi (DCT Abu Dhabi) -,"Full Time
Experienced · Administration · Operations/Management · Project/Program Management
· Operations
· Microsoft Office
· Project Management
· Management
· Customer Service
· Customer Care
· Customer Support"
CRM Specialist (Tamheer),"Riyadh, Saudi Arabia",NICE ONE | نايس ون -,"Full Time
Experienced · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology
· CRM
· Customer Service
· Customer Support
· Customer Care
· Information Technology (IT)
· Computer Science
· Marketing"
Logistics Information System (LIS) Operator I (Maintenance),"Kuwait City, Kuwait",Amentum -,"Full Time
Entry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· ERP
·
Engineering
·
Software Engineering
· Information Systems
· Software"
Consultant- Energy & Environment,"Riyadh, Saudi Arabia",Frost & Sullivan -,"Full Time
Experienced · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology
· information technology (it)
· sales skills
·
engineering
· sales
· project management
· business development
· english"
Project Manager-(ESG Reporting),"Dubai, United Arab Emirates",Renoir Consulting -,"Full Time
Entry Level · Engineering - Construction/Civil/Architecture · IT/Software Development · Project/Program Management
· Project Management
·
Engineering
· Information Technology (IT)
· Management
· Computer Science
·
Civil Engineering
· Microsoft Office"
Department Manager - Fine Jewelry & Time Pieces,"Doha, Qatar",Christian Dior Couture -,"Full Time
Entry Level · Accounting/Finance · Engineering - Construction/Civil/Architecture · Operations/Management
· Management
·
Engineering
· Accounting
· Finance
· Project Management
· Microsoft Office
· Operations"
"Associate, Business Manager","Riyadh, Saudi Arabia",BlackRock -,"Full Time
Not specified · Business Development · Marketing/PR/Advertising · Sales/Retail
· Business Development
· Sales
· Sales Skills
· Marketing
· Sales Target
· Customer Service
· Customer Support"
Project Analyst,"Riyadh, Saudi Arabia",Weee! -,"Full Time
Experienced · IT/Software Development · Project/Program Management · Analyst/Research
· Project Management
· Information Technology (IT)
· Computer Science
· Business Analysis
· Software Development
· PMP
· Analysis"
Business Analyst - Ship / Marine Services,"Doha, Qatar",ECCO Gulf WLL -,"Full Time
Experienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology
· Business Analysis
· Information Technology (IT)
· Computer Science
· Analysis
· Software Development
· Software
·
Computer Engineering"
Full Stack Developer,"Makkah, Saudi Arabia",Strattmont -,"Full Time
Not specified · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Software Development
· javaScript
· CSS
· Full Stack
· HTML"
Project Manager,"Dubai, United Arab Emirates",Diena Recruitment Services -,"Full Time
Entry Level · Engineering - Construction/Civil/Architecture · IT/Software Development · Project/Program Management
· Project Management
·
Engineering
· Information Technology (IT)
· Management
· Computer Science
·
Civil Engineering
· Microsoft Office"
Product Research Analyst,"Kuwait City, Kuwait",TalentFusion Solutions -,"Full Time
Experienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology
· Research
· Analysis
· Information Technology (IT)
· Business Analysis
· Computer Science
· Market Research
· Marketing"
Tech Lead - Java,"Dubai, United Arab Emirates",Cognizant -,"Full Time
Experienced · IT/Software Development · Operations/Management · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Software Development
· javaScript
· Agile
·
Engineering
· PHP"
MEP Procurement Manager,"Cairo, Egypt",REDCON Construction Co. S.A.E -,"Full Time
On-site
Manager · 15 - 20 Yrs of Exp · Logistics/Supply Chain · Purchasing/Procurement · Engineering - Mechanical/Electrical
· Procurement Management
· MEP procurement
· Purchasing
· MEP
· Procurement
· Logistics
· Supply Chain"
AX Developer,"Nasr City, Cairo, Egypt",Allamna Integrated Solutions -,"Full Time
On-site
Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Ax
· Information Technology (IT)
· ERP
· ERP System
· ERP Applications
· Dynamics AX
· MS Dynamics AX
· Microsoft Dynamic AX"
Sales & Marketing Executive,"Downtown, Cairo, Egypt",carnal project management -,"Freelance / Project
Remote
Entry Level · 0 - 3 Yrs of Exp · Marketing/PR/Advertising · Sales/Retail · Engineering - Mechanical/Electrical
· Sales Field
· Communication
· Sales Executive
· sales skills
· Market Research
· Marketing
· Sales"
MEP Procurement Team Leader,"Cairo, Egypt",REDCON Construction Co. S.A.E -,"Full Time
On-site
Experienced · 8 - 12 Yrs of Exp · Logistics/Supply Chain · Purchasing/Procurement · Engineering - Mechanical/Electrical
· Procurement
· Purchasing
· MEP Procurement
· Procurement Management"
Odoo Developer Analyst,"Istanbul, Turkey",DABBAGH Group -,"Part Time
Remote
Experienced · 2 - 4 Yrs of Exp · IT/Software Development
· Odoo
· Odoo Modules"
Document Controller,"New Capital, Cairo, Egypt",Smart Group -,"Full Time
On-site
Experienced · 3 - 6 Yrs of Exp · Engineering - Construction/Civil/Architecture · Quality
· Document Control
· English"
Crusher and Quarry Senior Manager,"New Menia, Minya, Egypt",Confidential -,"Full Time
On-site
Manager · 15 - 20 Yrs of Exp · Operations/Management · Engineering - Other
· Minning
· Cement"
Planning Area Managerr,"New Cairo, Cairo, Egypt",REDCON Construction Co. S.A.E -,"Full Time
On-site
Manager · 15 - 20 Yrs of Exp · Engineering - Construction/Civil/Architecture · Project/Program Management · Engineering - Mechanical/Electrical
· pcs
· Planning
· Project Cost Control
· projects control
· PMO"
IT Help Desk Specialist,"Mohandessin, Giza, Egypt",Parkville Pharmaceuticals -,"Full Time
On-site
Experienced · 1 - 3 Yrs of Exp · IT/Software Development
· IT
· Information Technology (IT)"
Developer Analyst,"Heliopolis, Cairo, Egypt",Diamond Medical Services -,"Full Time
On-site
Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology
· Computer Science
· Information Technology (IT)
· Mobile Development"
University Secretary General,"Dokki, Giza, Egypt",EELU -,"Full Time
On-site
Senior Management · 10 - 15 Yrs of Exp · Operations/Management
· Administration
· English"
Planning Manager,"New Cairo, Cairo, Egypt",Circle K -,"Full Time
On-site
Manager · 5 - 8 Yrs of Exp · Hospitality/Hotels/Food Services · Operations/Management · Manufacturing/Production
· FMCG
· Planning
· Demand Planning"
Factory Manager,"New Menia, Minya, Egypt",Confidential -,"Full Time
On-site
Manager · 20 - 20 Yrs of Exp · Operations/Management · Manufacturing/Production · Engineering - Mechanical/Electrical
· Chemical
· cement
· Manufacturing"
flutter developer,"Nasr City, Cairo, Egypt",Al Medadsoft -,"Full Time
On-site
Experienced · 3 - 7 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology
· Android
· Computer Science
· flutter
· Mobile Development"
Flutter Developer,"Sheikh Zayed, Giza, Egypt",nichepharma -,"Internship
Remote
Student · 0 - 1 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Computer Science
· Design
· Design Patterns
· Cross-platform
· OOP
· Software Architectures
· Software Development
· flutter"
Senior Network Administrator,"Cairo, Egypt",Confidential -,"Full Time
On-site
Experienced · 4 - 6 Yrs of Exp · IT/Software Development
· Information Technology (IT)
· Networking"
Specification Engneer,"Heliopolis, Cairo, Egypt",Egybrit -,"Full Time
On-site
Experienced · 1 - 3 Yrs of Exp · Engineering - Construction/Civil/Architecture
· Discuss product solution
· trusted relationship with consultance
· maintain a database
· build design and construction
· work closely with technical team
· maintain record and prepare tasks
· technical information
· technical sales"
Tech Lead (Software Architecture),"Nasr City, Cairo, Egypt",Green Valley -,"Full Time
On-site
Manager · 6 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· JavaScript
· Node.js
· Python
· Angular
· Computer Science
· Software Architecture
· Software Development"
Safety Officer,"Red Sea, Egypt",Sukari Gold Mines -,"Full Time
On-site
Experienced · 3 - 5 Yrs of Exp · Other
· Health and Safety
· OSHA
· HSES
· Safety
· Occupational Safety and Health Administration (OSHA)"
Quality Assurance Head,"6th of October, Giza, Egypt",Confidential -,"Full Time
On-site
Experienced · 2 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Manufacturing/Production · Quality
· Quality Assurance
· QA"
Senior React Native Developer,"Alexandria, Egypt",TechJump -,"Full Time
Hybrid
Experienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Development
· Computer Science
· Information Technology (IT)
· React Native
· Software Development
· Mobile Development"
Apple Mobile developer,"Washington, D.C., United States",Spirawn -,"Full Time
Remote
Experienced · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Spring Boot
· Information Technology (IT)
· Spring
· Software Development
· Computer Science
· Angular
· React
· mobile develpoer"
Media Designer,"Washington, D.C., United States",Spirawn -,"Full Time
Freelance / Project
Remote
Experienced · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Design
· Creator
· Graphic Design
· media
· Social Media
· editor
· Marketing"
